港·澳·台,#genre#
中華小當家,http://61.221.215.25:8800/hls/40/index.m3u8
AMC電影臺,http://61.221.215.25:8800/hls/43/index.m3u8
鳳凰資訊,http://61.221.215.25:8800/hls/47/index.m3u8
緯來精彩,http://61.221.215.25:8800/hls/48/index.m3u8
49號,http://61.221.215.25:8800/hls/49/index.m3u8
探索亞洲,http://61.221.215.25:8800/hls/50/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8
八大綜合,http://61.221.215.25:8800/hls/56/index.m3u8
緯來體育臺,http://125.227.210.55:8155/VideoInput/play.ts
三立臺灣臺,http://125.227.210.55:8160/VideoInput/play.ts
Bloomberg,http://125.227.210.55:8161/VideoInput/play.ts
三立新聞,http://125.227.210.55:8162/VideoInput/play.ts
BBC new,http://125.227.210.55:8165/VideoInput/play.ts
CNN new,http://125.227.210.55:8166/VideoInput/play.ts
CN卡通,http://125.227.210.55:8167/VideoInput/play.ts
JTV,http://125.227.210.55:8169/VideoInput/play.ts
TVBS新聞臺,http://125.227.210.55:8186/VideoInput/play.ts
食尚玩家,http://125.227.210.55:8187/VideoInput/play.ts
TVBS HD,http://125.227.210.55:8188/VideoInput/play.ts
TV5臺,http://125.227.210.55:15533/VideoInput/play.ts
YTN臺,http://125.227.210.55:17478/VideoInput/play.ts
NHK JAPAN臺,http://125.227.210.55:35802/VideoInput/play.ts
PBS臺,http://125.227.210.55:36950/VideoInput/play.ts
HD臺🍒,http://125.227.210.55:39004/VideoInput/play.ts
DW臺,http://125.227.210.55:42534/VideoInput/play.ts
BBC臺,http://125.227.210.55:44350/VideoInput/play.ts
KOREA臺,http://125.227.210.55:48553/VideoInput/play.ts
Mainu臺,http://125.227.210.55:51359/VideoInput/play.ts
NHK BSP,http://125.227.210.55:60116/VideoInput/play.ts

📺歐飛嗅探,#genre#
 台視,https://www.ofiii.com/channel/watch/4gtv-4gtv066
中視,https://www.ofiii.com/channel/watch/4gtv-4gtv040
華視,https://www.ofiii.com/channel/watch/4gtv-4gtv041
公視金獎,https://www.ofiii.com/channel/watch/ofiii13
ELTV生活英語,https://www.ofiii.com/channel/watch/litv-longturn20
龍華卡通,https://www.ofiii.com/channel/watch/litv-longturn01
哆啦A夢,https://www.ofiii.com/channel/watch/ofiii22
TVBS食尚玩家,https://www.ofiii.com/channel/watch/ofiii31
東森娛樂,https://www.ofiii.com/channel/watch/ofiii32
洲旅遊,https://www.ofiii.com/channel/watch/litv-longturn17
天亞洲精采,https://www.ofiii.com/channel/watch/ofiii36
SMART知識,https://www.ofiii.com/channel/watch/litv-longturn19
龍華戲劇,https://www.ofiii.com/channel/watch/litv-longturn18
台灣戲劇,https://www.ofiii.com/channel/watch/litv-longturn22
東森購物1,https://www.ofiii.com/channel/watch/4gtv-4gtv102
龍華偶像,https://www.ofiii.com/channel/watch/litv-longturn12
龍華日韓,https://www.ofiii.com/channel/watch/litv-longturn11
Yes娛樂,https://www.ofiii.com/channel/watch/ofiii47
Focus風采戲劇,https://www.ofiii.com/channel/watch/ofiii1048
東森購物2,https://www.ofiii.com/channel/watch/4gtv-4gtv103
掏掏新聞,https://www.ofiii.com/channel/watch/ofiii50
華視新聞,https://www.ofiii.com/channel/watch/4gtv-4gtv052
三立新聞iNEWS,https://www.ofiii.com/channel/watch/iNEWS
寰宇財經,https://www.ofiii.com/channel/watch/litv-longturn23
台視新聞,https://www.ofiii.com/channel/watch/4gtv-4gtv051
中視新聞,https://www.ofiii.com/channel/watch/4gtv-4gtv074
中天新聞,https://www.ofiii.com/channel/watch/4gtv-4gtv009
寰宇新聞台灣,https://www.ofiii.com/channel/watch/litv-longturn15
寰宇新聞,https://www.ofiii.com/channel/watch/litv-longturn14
第1財經,https://www.ofiii.com/channel/watch/ofiii64
第1商業,https://www.ofiii.com/channel/watch/4gtv-4gtv104
國會頻道1,https://www.ofiii.com/channel/watch/4gtv-4gtv084
國會頻道1,https://www.ofiii.com/channel/watch/4gtv-4gtv085
龍華經典,https://www.ofiii.com/channel/watch/litv-longturn21
龍華電影,https://www.ofiii.com/channel/watch/litv-longturn03
周星馳電影,https://www.ofiii.com/channel/watch/ofiii73
歐飛電影台,https://www.ofiii.com/channel/watch/ofiii74
歐飛動作電影台,https://www.ofiii.com/channel/watch/ofiii75
Focus探索新知,https://www.ofiii.com/channel/watch/ofiii82
東森購物快閃,https://www.ofiii.com/channel/watch/ofiii87
黃阿瑪的後宮生活,https://www.ofiii.com/channel/watch/ofiii93
八月,https://www.ofiii.com/channel/watch/ofiii94
Freeman@台灣,https://www.ofiii.com/channel/watch/ofiii95
饕客揪愛吃,https://www.ofiii.com/channel/watch/ofiii96
人氣動漫預告,https://www.ofiii.com/channel/watch/ofiii97
銀髮族聚樂部,https://www.ofiii.com/channel/watch/ofiii99
琅琊榜,https://www.ofiii.com/channel/watch/ofiii101
芈月傳,,https://www.ofiii.com/channel/watch/ofiii105
軍師聯盟,https://www.ofiii.com/channel/watch/ofiii106
軍師聯盟2 虎嘯龍吟,https://www.ofiii.com/channel/watch/ofiii107
東宮(完整版),https://www.ofiii.com/channel/watch/ofiii108
錦衣之下,https://www.ofiii.com/channel/watch/ofiii109
楚喬傳,https://www.ofiii.com/channel/watch/ofiii110
倚天屠龍記 2019,https://www.ofiii.com/channel/watch/ofiii111
風起西州,https://www.ofiii.com/channel/watch/ofiii112
三十而已,https://www.ofiii.com/channel/watch/ofiii115
去有風的地方,https://www.ofiii.com/channel/watch/ofiii116
以愛為營,https://www.ofiii.com/channel/watch/ofiii117
向風而行,https://www.ofiii.com/channel/watch/ofiii118
以家人之名,https://www.ofiii.com/channel/watch/ofiii119
我們的翻譯官,https://www.ofiii.com/channel/watch/ofiii120
流光之下,https://www.ofiii.com/channel/watch/ofiii121
鱷魚與牙籤鳥,https://www.ofiii.com/channel/watch/ofiii122
裝腔啟示錄,https://www.ofiii.com/channel/watch/ofiii123
無與倫比的美麗,https://www.ofiii.com/channel/watch/ofiii124
食尚玩家-2天1夜go,https://www.ofiii.com/channel/watch/ofiii128
WTO姐妹會,https://www.ofiii.com/channel/watch/ofiii129
綜藝玩很大,https://www.ofiii.com/channel/watch/ofiii130
全民星攻略,https://www.ofiii.com/channel/watch/ofiii131
台灣1001個故事,https://www.ofiii.com/channel/watch/ofiii132
台灣啟示錄,https://www.ofiii.com/channel/watch/ofiii133
法眼黑與白,https://www.ofiii.com/channel/watch/ofiii134
天才衝衝衝,https://www.ofiii.com/channel/watch/ofiii135
詹姆士出走料理,https://www.ofiii.com/channel/watch/ofiii136
食尚玩家-魚肉鄉民,https://www.ofiii.com/channel/watch/ofiii137
世界第一等,https://www.ofiii.com/channel/watch/ofiii138
進擊的台灣,https://www.ofiii.com/channel/watch/ofiii139
食尚玩家-瘋狂總部,https://www.ofiii.com/channel/watch/ofiii140
台灣第一等,https://www.ofiii.com/channel/watch/ofiii141
一字千金,https://www.ofiii.com/channel/watch/ofiii142
11點熱吵店,https://www.ofiii.com/channel/watch/ofiii143
食尚玩家-熱血48小時,https://www.ofiii.com/channel/watch/ofiii144
百年新娘,https://www.ofiii.com/channel/watch/ofiii147
頭腦共助,https://www.ofiii.com/channel/watch/ofiii148
朝鮮律師,https://www.ofiii.com/channel/watch/ofiii149
包青天 1993版,https://www.ofiii.com/channel/watch/ofiii151
我的婆婆怎麼那麼可愛,https://www.ofiii.com/channel/watch/ofiii152
村裡來了個暴走女外科,https://www.ofiii.com/channel/watch/ofiii153
一把青,https://www.ofiii.com/channel/watch/ofiii154
茶金,https://www.ofiii.com/channel/watch/ofiii155
四樓的天堂,https://www.ofiii.com/channel/watch/ofiii156
擁有超常技能的異世界流浪美食家,https://www.ofiii.com/channel/watch/ofiii160
香格里拉・開拓異境~糞作獵手挑戰神作~,https://www.ofiii.com/channel/watch/ofiii161
在異世界獲得超強能力的我，在現實世界照樣無敵～等級提升改變人生命運～,https://www.ofiii.com/channel/watch/ofiii162
第一神拳,https://www.ofiii.com/channel/watch/ofiii163
刀劍神域(中文版),https://www.ofiii.com/channel/watch/ofiii164
蠟筆小新(中文版),https://www.ofiii.com/channel/watch/ofiii165
我們這一家,https://www.ofiii.com/channel/watch/ofiii166
獵人(中文版),https://www.ofiii.com/channel/watch/ofiii167
中華一番(中文版),https://www.ofiii.com/channel/watch/ofiii168
隊長小翼(中文版),https://www.ofiii.com/channel/watch/ofiii169
SPY X FAMILY 間諜家家酒,https://www.ofiii.com/channel/watch/ofiii170
SPY X FAMILY 間諜家家酒(中文版),https://www.ofiii.com/channel/watch/ofiii171
無職轉生，到了異世界就拿出真本事,https://www.ofiii.com/channel/watch/ofiii172
關於我轉生變成史萊姆這檔事(國),https://www.ofiii.com/channel/watch/ofiii173
夏目友人帳,https://www.ofiii.com/channel/watch/ofiii174
家庭教師HITMAN REBORN!(中文版),https://www.ofiii.com/channel/watch/ofiii175
烘焙王,https://www.ofiii.com/channel/watch/ofiii176
鋼之鍊金術師,https://www.ofiii.com/channel/watch/ofiii177
JOJO 的奇妙冒險,https://www.ofiii.com/channel/watch/ofiii178
葬送的芙莉蓮,https://www.ofiii.com/channel/watch/ofiii179
電動車時代,https://www.ofiii.com/channel/watch/ofiii180
SiCAR愛車酷,https://www.ofiii.com/channel/watch/ofiii181
狂人日誌,https://www.ofiii.com/channel/watch/ofiii185
Super Snow Show,https://www.ofiii.com/channel/watch/ofiii186
玩車大麥克,https://www.ofiii.com/channel/watch/ofiii188
脖子解說 Mr. Neck,https://www.ofiii.com/channel/watch/ofiii190
蒙福人生,https://www.ofiii.com/channel/watch/ofiii191
生命的贏家,https://www.ofiii.com/channel/watch/ofiii192
大新聞大爆卦,https://www.ofiii.com/channel/watch/ofiii201
新聞大白話,https://www.ofiii.com/channel/watch/ofiii202
文茜的世界周報,https://www.ofiii.com/channel/watch/ofiii203
寰宇全視界,https://www.ofiii.com/channel/watch/ofiii204
TITV 原住民族電視台,https://www.ipcf.org.tw/zh-TW/Vod/Home
CNA(亞洲新聞台),https://www.channelnewsasia.com/watch

📺四季嗅探,#genre#
民視第一台,video://https://www.4gtv.tv/channel/4gtv-4gtv003?set=1&ch=22
民視台灣台,video://https://www.4gtv.tv/channel/4gtv-4gtv001?set=1&ch=22
民視,video://https://www.4gtv.tv/channel/4gtv-4gtv002?set=1&ch=22
大愛電視,video://https://www.4gtv.tv/channel/4gtv-live007?set=1&ch=22
中視,video://https://www.4gtv.tv/channel/4gtv-4gtv040?set=1&ch=22
中視經典台,video://https://www.4gtv.tv/channel/4gtv-4gtv080?set=1&ch=22
華視,video://https://www.4gtv.tv/channel/4gtv-4gtv041?set=1&ch=22
三立綜合台,video://https://www.4gtv.tv/channel/4gtv-live207?set=1&ch=22
客家電視台,video://https://www.4gtv.tv/channel/4gtv-4gtv043?set=1&ch=22
八大綜藝台,video://https://www.4gtv.tv/channel/4gtv-4gtv039?set=1&ch=22
中視菁采台,video://https://www.4gtv.tv/channel/4gtv-4gtv064?set=1&ch=22
TVBS精采台,video://https://www.4gtv.tv/channel/4gtv-4gtv067?set=1&ch=22
愛爾達娛樂台,video://https://www.4gtv.tv/channel/4gtv-4gtv070?set=1&ch=22
靖天綜合台,video://https://www.4gtv.tv/channel/4gtv-4gtv046?set=1&ch=22
靖天日本台,video://https://www.4gtv.tv/channel/4gtv-4gtv047?set=1&ch=22
新唐人亞太台,video://https://www.4gtv.tv/channel/4gtv-live050?set=1&ch=22
ARIRANG阿里郎頻道,video://https://www.4gtv.tv/channel/4gtv-4gtv079?set=1&ch=22
Global Trekker,video://https://www.4gtv.tv/channel/4gtv-live112?set=1&ch=22
原住民族電視台,video://https://www.4gtv.tv/channel/4gtv-live014?set=1&ch=22
東森購物四台,video://https://www.4gtv.tv/channel/4gtv-live049?set=1&ch=22
LiveABC互動英語頻道,video://https://www.4gtv.tv/channel/4gtv-live030?set=1&ch=22
達文西頻道,video://https://www.4gtv.tv/channel/4gtv-4gtv018?set=1&ch=22
ELTV生活英語台,video://https://www.4gtv.tv/channel/litv-longturn20?set=1&ch=22
Nick Jr. 兒童頻道,video://https://www.4gtv.tv/channel/4gtv-live032?set=1&ch=22
尼克兒童頻道,video://https://www.4gtv.tv/channel/4gtv-live105?set=1&ch=22
DreamWorks 夢工廠動畫,video://https://www.4gtv.tv/channel/4gtv-live017?set=1&ch=22
靖天卡通台,video://https://www.4gtv.tv/channel/4gtv-4gtv044?set=1&ch=22
靖洋卡通Nice Bingo,video://https://www.4gtv.tv/channel/4gtv-4gtv057?set=1&ch=22
i-Fun動漫台,video://https://www.4gtv.tv/channel/litv-ftv15?set=1&ch=22
MOMO親子台,video://https://www.4gtv.tv/channel/4gtv-live107?set=1&ch=22
東森購物一台,video://https://www.4gtv.tv/channel/4gtv-live047?set=1&ch=22
鏡電視新聞台,video://https://www.4gtv.tv/channel/4gtv-4gtv075?set=1&ch=22
東森新聞台,video://https://www.4gtv.tv/channel/4gtv-live114?set=1&ch=22
華視新聞,video://https://www.4gtv.tv/channel/4gtv-4gtv052?set=1&ch=22
民視新聞台,video://https://www.4gtv.tv/channel/litv-ftv13?set=1&ch=22
三立新聞iNEWS,video://https://www.4gtv.tv/channel/4gtv-live089?set=1&ch=22
TVBS新聞,video://https://www.4gtv.tv/channel/4gtv-live072?set=1&ch=22
東森財經新聞台,video://https://www.4gtv.tv/channel/4gtv-live019?set=1&ch=22
中視新聞,video://https://www.4gtv.tv/channel/4gtv-4gtv074?set=1&ch=22
中天新聞台,video://https://www.4gtv.tv/channel/4gtv-4gtv009?set=1&ch=22
Bloomberg TV,video://https://www.4gtv.tv/channel/4gtv-live059?set=1&ch=22
寰宇新聞台,video://https://www.4gtv.tv/channel/litv-longturn14?set=1&ch=22
寰宇新聞台灣台,video://https://www.4gtv.tv/channel/litv-longturn15?set=1&ch=22
SBN全球財經台,video://https://www.4gtv.tv/channel/4gtv-live060?set=1&ch=22
寰宇財經台,video://https://www.4gtv.tv/channel/litv-longturn23?set=1&ch=22
TVBS,video://https://www.4gtv.tv/channel/4gtv-4gtv073?set=1&ch=22
東森購物二台,video://https://www.4gtv.tv/channel/4gtv-live046?set=1&ch=22
民視綜藝台,video://https://www.4gtv.tv/channel/4gtv-4gtv004?set=1&ch=22
豬哥亮歌廳秀,video://https://www.4gtv.tv/channel/4gtv-4gtv006?set=1&ch=22
靖天育樂台,video://https://www.4gtv.tv/channel/4gtv-4gtv062?set=1&ch=22
KLT-靖天國際台,video://https://www.4gtv.tv/channel/4gtv-4gtv063?set=1&ch=22
Nice TV 靖天歡樂台,video://https://www.4gtv.tv/channel/4gtv-4gtv054?set=1&ch=22
靖天資訊台,video://https://www.4gtv.tv/channel/4gtv-4gtv065?set=1&ch=22
TVBS歡樂台,video://https://www.4gtv.tv/channel/4gtv-4gtv068?set=1&ch=22
韓國娛樂台 KMTV,video://https://www.4gtv.tv/channel/4gtv-4gtv016?set=1&ch=22
ROCK Entertainment,video://https://www.4gtv.tv/channel/4gtv-live080?set=1&ch=22
Lifetime 娛樂頻道,video://https://www.4gtv.tv/channel/4gtv-live029?set=1&ch=22
電影原聲台CMusic,video://https://www.4gtv.tv/channel/4gtv-live031?set=1&ch=22
TRACE Urban,video://https://www.4gtv.tv/channel/4gtv-4gtv082?set=1&ch=22
MTV Live HD 音樂頻道,video://https://www.4gtv.tv/channel/4gtv-live025?set=1&ch=22
Mezzo Live HD,video://https://www.4gtv.tv/channel/4gtv-4gtv083?set=1&ch=22
CLASSICA 古典樂,video://https://www.4gtv.tv/channel/4gtv-4gtv059?set=1&ch=22
東森購物三台,video://https://www.4gtv.tv/channel/4gtv-live048?set=1&ch=22
博斯高球台,video://https://www.4gtv.tv/channel/litv-longturn05?set=1&ch=22
博斯運動一台,video://https://www.4gtv.tv/channel/litv-longturn07?set=1&ch=22
博斯無限台,video://https://www.4gtv.tv/channel/litv-longturn10?set=1&ch=22
博斯網球台,video://https://www.4gtv.tv/channel/litv-longturn09?set=1&ch=22
TRACE Sport Stars,video://https://www.4gtv.tv/channel/4gtv-4gtv077?set=1&ch=22
智林體育台,video://https://www.4gtv.tv/channel/4gtv-4gtv101?set=1&ch=22
時尚運動X,video://https://www.4gtv.tv/channel/4gtv-4gtv014?set=1&ch=22
車迷TV,video://https://www.4gtv.tv/channel/4gtv-live201?set=1&ch=22
GINX Esports TV,video://https://www.4gtv.tv/channel/4gtv-4gtv053?set=1&ch=22
TechStorm,video://https://www.4gtv.tv/channel/4gtv-live109?set=1&ch=22
Pet Club TV,video://https://www.4gtv.tv/channel/4gtv-live110?set=1&ch=22
民視旅遊台,video://https://www.4gtv.tv/channel/litv-ftv07?set=1&ch=22
滾動力rollor,video://https://www.4gtv.tv/channel/4gtv-live012?set=1&ch=22
亞洲旅遊台,video://https://www.4gtv.tv/channel/litv-longturn17?set=1&ch=22
fun探索娛樂台,video://https://www.4gtv.tv/channel/4gtv-live011?set=1&ch=22
幸福空間居家台,video://https://www.4gtv.tv/channel/4gtv-live206?set=1&ch=22
Love Nature,video://https://www.4gtv.tv/channel/4gtv-live208?set=1&ch=22
History 歷史頻道,video://https://www.4gtv.tv/channel/4gtv-live026?set=1&ch=22
愛爾達生活旅遊台,video://https://www.4gtv.tv/channel/4gtv-live120?set=1&ch=22
LUXE TV Channel,video://https://www.4gtv.tv/channel/4gtv-live121?set=1&ch=22
TV5MONDE STYLE HD 生活時尚,video://https://www.4gtv.tv/channel/4gtv-live122?set=1&ch=22
公視戲劇,video://https://www.4gtv.tv/channel/4gtv-4gtv042?set=1&ch=22
民視影劇台,video://https://www.4gtv.tv/channel/litv-ftv09?set=1&ch=22
龍華戲劇台,video://https://www.4gtv.tv/channel/litv-longturn18?set=1&ch=22
HITS頻道,video://https://www.4gtv.tv/channel/4gtv-live620?set=1&ch=22
龍華日韓台,video://https://www.4gtv.tv/channel/litv-longturn11?set=1&ch=22
八大精彩台,video://https://www.4gtv.tv/channel/4gtv-4gtv034?set=1&ch=22
靖天戲劇台,video://https://www.4gtv.tv/channel/4gtv-4gtv058?set=1&ch=22
靖洋戲劇台,video://https://www.4gtv.tv/channel/4gtv-4gtv045?set=1&ch=22
CI 罪案偵查頻道,video://https://www.4gtv.tv/channel/4gtv-live027?set=1&ch=22
視納華仁紀實頻道,video://https://www.4gtv.tv/channel/4gtv-4gtv013?set=1&ch=22
影迷數位紀實台,video://https://www.4gtv.tv/channel/4gtv-live023?set=1&ch=22
金光布袋戲,video://https://www.4gtv.tv/channel/4gtv-live144?set=1&ch=22
ROCK Action,video://https://www.4gtv.tv/channel/4gtv-live138?set=1&ch=22
采昌影劇台,video://https://www.4gtv.tv/channel/4gtv-4gtv049?set=1&ch=22
靖天映畫,video://https://www.4gtv.tv/channel/4gtv-4gtv055?set=1&ch=22
靖天電影台,video://https://www.4gtv.tv/channel/4gtv-4gtv061?set=1&ch=22
龍華電影台,video://https://www.4gtv.tv/channel/litv-longturn03?set=1&ch=22
影迷數位電影台,video://https://www.4gtv.tv/channel/4gtv-4gtv011?set=1&ch=22
amc電影台,video://https://www.4gtv.tv/channel/4gtv-4gtv017?set=1&ch=22
CinemaWorld,video://https://www.4gtv.tv/channel/4gtv-live069?set=1&ch=22
My Cinema Europe HD 我的歐洲電影,video://https://www.4gtv.tv/channel/4gtv-live157?set=1&ch=22
好消息2台,video://https://www.4gtv.tv/channel/litv-ftv17?set=1&ch=22
好消息,video://https://www.4gtv.tv/channel/litv-ftv16?set=1&ch=22
大愛二台,video://https://www.4gtv.tv/channel/4gtv-live106?set=1&ch=22
人間衛視,video://https://www.4gtv.tv/channel/4gtv-live008?set=1&ch=22
半島國際新聞台,video://https://www.4gtv.tv/channel/litv-ftv10?set=1&ch=22
VOA美國之音,video://https://www.4gtv.tv/channel/litv-ftv03?set=1&ch=22
CNBC Asia 財經台,video://https://www.4gtv.tv/channel/4gtv-live130?set=1&ch=22
DW德國之聲,video://https://www.4gtv.tv/channel/4gtv-live071?set=1&ch=22
國會頻道1,video://https://www.4gtv.tv/channel/4gtv-4gtv084?set=1&ch=22
國會頻道2,video://https://www.4gtv.tv/channel/4gtv-4gtv085?set=1&ch=22
TVBS綜藝台,video://https://www.4gtv.tv/channel/4gtv-live087?set=1&ch=22
TVBS台劇台,video://https://www.4gtv.tv/channel/4gtv-live088?set=1&ch=22
經典電影台,video://https://www.4gtv.tv/channel/4gtv-live021?set=1&ch=22
經典卡通台,video://https://www.4gtv.tv/channel/4gtv-live022?set=1&ch=22
兒童卡通台,video://https://www.4gtv.tv/channel/4gtv-live009?set=1&ch=22
精選動漫台,video://https://www.4gtv.tv/channel/4gtv-live024?set=1&ch=22
戲劇免費看 1台,video://https://www.4gtv.tv/channel/4gtv-live010?set=1&ch=22
戲劇免費看 2台,video://https://www.4gtv.tv/channel/4gtv-live006?set=1&ch=22
電影免費看 1台,video://https://www.4gtv.tv/channel/4gtv-live013?set=1&ch=22
電影免費看 2台,video://https://www.4gtv.tv/channel/4gtv-live005?set=1&ch=22
超人力霸王整套看,video://https://www.4gtv.tv/channel/4gtv-live015?set=1&ch=22
花系列 經典劇場,video://https://www.4gtv.tv/channel/4gtv-live016?set=1&ch=22

IBiza ,#genre#
NYX,https://cdn1.ibizastream.biz:441/free/Stream1/playlist.m3u8
NYX,https://5ed5d165c218d.streamlock.net:441/free/Stream1/playlist.m3u8
TVBS新聞,https://cdn1.ibizastream.biz:441/free/Stream2/playlist.m3u8
TVBS新聞,https://5ed5d165c218d.streamlock.net:441/free/Stream2/playlist.m3u8
民視新聞,https://cdn1.ibizastream.biz:441/free/Stream6/playlist.m3u8
民視新聞,https://5ed5d165c218d.streamlock.net:441/free/Stream6/playlist.m3u8
緯來日本, https://cdn1.ibizastream.biz:441/free/Stream7/playlist.m3u8
緯來日本,https://5ed5d165c218d.streamlock.net:441/free/Stream7/playlist.m3u8
愛爾達,https://cdn1.ibizastream.biz:441/free/Stream8/playlist.m3u8
愛爾達,https://5ed5d165c218d.streamlock.net:441/free/Stream8/playlist.m3u8
三立,https://cdn1.ibizastream.biz:441/free/Stream9/playlist.m3u8
三立,https://5ed5d165c218d.streamlock.net:441/free/Stream9/playlist.m3u8

Litv1,#genre#
TVBS HD,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv073
TVBS新闻台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv072
中天新闻,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv009
民视台湾台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv001
民视,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv002
民视第一台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv003
民视综艺,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv004
猪哥亮歌厅秀,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv006
非凡新闻,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv010
影迷數位電影台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv011
視納華仁紀實頻道,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv013
时尚运动X,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv014
GLOBETROTTER,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv016
AMC电影台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv017
达文西频道,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv018
八大精彩台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv034
八大综艺台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv039
中视,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv040
华视,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv041
公视戏剧,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv042
客家电视台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv043
靖天卡通台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv044
靖洋戏剧台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv045
靖天综合台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv046
靖天日本台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv047
非凡商业,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv048
采昌影剧,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv049
台视新闻,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv051
华视新闻,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv052
GinxTV,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv053
靖天欢乐台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv054
靖天映画,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv055
台视财经,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv056
靖洋卡通台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv057
靖天戏剧台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv058
古典音乐台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv059
靖天电影台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv061
靖天育乐台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv062
靖天国际台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv063
中视菁采,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv064
靖天资讯台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv065
台视,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv066
TVBS精采台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv067
TVBS欢乐台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv068
爱尔达娱乐,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv070
中视新闻,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv074
镜新闻,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv075
CATCHPLAY电影台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv076
TRACE SPORTS STARS,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv077
阿里郎,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv079
中视经典,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv080
TRACE URBAN,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv082
MEZZO LIVE,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv083
国会频道1,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv084
国会频道2,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv085
智林体育台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv101
国际财经,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv104
中天亚洲台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv109
东森新闻,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv152
东森财经新闻,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv153
民视,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv155
民视台湾台,http://debian.52sw.top:678/play/tz/litv2.php?id=4gtv-4gtv156
美国之音,http://debian.52sw.top:678/play/tz/litv2.php?id=litv-ftv03
